,id,created,superceded_id,valid,score,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,pre_pt_position,post_pt_position
853,23940262,2022-11-17 14:28:59.843347+00:00,,t,20,74242462423838229,648518346482131092,74242462423819630,648518346481055200,[ 64825 103133   2634],[ 64801 103153   2634]
854,23939363,2022-11-17 14:28:59.843347+00:00,,t,30,74172024557441438,648518346465918000,74172093277033836,648518346481055200,[ 61975 102375   1870],[ 61973 102407   1869]
855,17408229,2022-11-17 14:28:59.843347+00:00,,t,28,74312831033908121,648518346465918000,74312831100726343,648518346481055200,[ 65821 103157   2441],[ 65805 103155   2444]
856,17416482,2022-11-17 14:28:59.843347+00:00,,t,101,73890962501595309,648518346501642569,73890962501587722,648518346481055200,[ 53539 114543   2995],[ 53565 114529   2995]
857,17416491,2022-11-17 14:28:59.843347+00:00,,t,55,73890962501569240,648518346500312757,73890962501587722,648518346481055200,[ 53567 114453   2990],[ 53581 114487   2991]
858,17416499,2022-11-17 14:28:59.843347+00:00,,t,15,73890962501574459,648518346501642569,73890962501587722,648518346481055200,[ 53555 114573   2996],[ 53591 114561   2997]
859,17416831,2022-11-17 14:28:59.843347+00:00,,t,65,73890962501607185,648518346494501431,73890962501617231,648518346481055200,[ 53927 113815   3004],[ 53945 113855   3005]
860,17416889,2022-11-17 14:28:59.843347+00:00,,t,33,73890962501624681,648518346489616471,73890962501652224,648518346481055200,[ 54027 113857   3014],[ 53993 113853   3014]
861,17424107,2022-11-17 14:28:59.843347+00:00,,t,34,74031562550953749,648518346501297442,74031562550925917,648518346481055200,[ 57753 109645   2972],[ 57763 109613   2972]
862,17424180,2022-11-17 14:28:59.843347+00:00,,t,43,74031562551010752,648518346489634764,74031562550957000,648518346481055200,[ 57837 110357   2981],[ 57837 110401   2982]
863,23954590,2022-11-17 14:28:59.843347+00:00,,t,24,74031493563122190,648518346474535874,74031493563094292,648518346481055200,[ 57943 106777   2483],[ 57931 106755   2483]
864,23954641,2022-11-17 14:28:59.843347+00:00,,t,17,74031493563104239,648518346474535874,74031493563099262,648518346481055200,[ 58053 106781   2482],[ 58071 106781   2481]
865,23954652,2022-11-17 14:28:59.843347+00:00,,t,47,74031493563130192,648518346474535874,74031493563132952,648518346481055200,[ 58103 106749   2489],[ 58133 106775   2489]
866,23954664,2022-11-17 14:28:59.843347+00:00,,t,25,74031493563228855,648518346502436642,74031493563246548,648518346481055200,[ 58209 106563   2534],[ 58177 106551   2535]
867,19914786,2022-11-17 14:28:59.843347+00:00,,t,54,74101655813465894,648518346493820558,74101655813473172,648518346481055200,[ 60687 100625   1916],[ 60703 100601   1917]
