,pre_skid,post_skid,pre_node,post_node,pre_pt_position_v3,post_pt_position_v3,pre_pt_position_v4,post_pt_position_v4,pre_pt_supervoxel_id,post_pt_supervoxel_id,pre_pt_root_id,post_pt_root_id
360,1633247,254329,18522602,18518116,[15244.02325581 96429.79069767  2689.        ],[15268.52325581 96619.79069767  2689.        ],"[15267.046511627908, 96427.83139534883, 2689.0]","[15293.796511627905, 96616.58139534883, 2689.0]",72553406405250805,72553406405275326,648518346494523112,648518346496059082
361,1633278,254329,18522609,18520478,[19438.30232558 92933.34883721  2330.        ],[19363.80232558 93117.34883721  2330.        ],"[19429.854651162794, 92900.44767441862, 2330.0]","[19352.459302325587, 93079.14534883719, 2330.0]",72694006319983658,72694006320192760,648518346497605669,648518346496059082
362,1633309,254329,18522616,18520422,[19436.30232558 92950.34883721  2328.        ],[19303.80232558 92816.34883721  2328.        ],"[19425.104651162794, 92915.19767441862, 2328.0]","[19291.604651162794, 92778.6976744186, 2328.0]",72694006319988368,72694006320188938,648518346497605669,648518346493836024
363,1633351,254329,18522626,18519808,[ 19836.51162791 101328.13953488   2486.        ],[ 19735.01162791 101212.13953488   2486.        ],"[19829.023255813954, 101327.77906976745, 2486.0]","[19724.773255813954, 101208.52906976745, 2486.0]",72694281265278566,72694281265260808,648518346481776543,648518346496059082
364,1633387,254329,18522634,18516225,[ 17007.30232558 101504.51162791   2437.        ],[ 17060.80232558 101617.51162791   2435.        ],"[17001.854651162786, 101480.02325581398, 2437.0]","[17059.354651162794, 101592.02325581395, 2435.0]",72623912454095083,72623912454098170,648518346486141124,648518346496059082
365,1633387,254329,18522634,18516211,[ 17007.30232558 101504.51162791   2437.        ],[ 16869.80232558 101661.51162791   2437.        ],"[17001.854651162786, 101480.02325581398, 2437.0]","[16865.854651162786, 101629.52325581395, 2437.0]",72623912454095083,72623912454124344,648518346486141124,648518346496059082
366,1633465,254329,18522651,18517841,[ 11206.10465116 112293.04651163   2600.        ],[ 11030.10465116 112306.04651163   2600.        ],"[11173.313953488376, 112342.88953488372, 2600.0]","[10994.56395348837, 112358.88953488372, 2600.0]",72413149953009926,72413149952998023,648518346485450515,648518346496059082
367,1633486,254329,18522656,18517146,[ 10756.81395349 104671.41860465   3023.        ],[ 10912.31395349 104588.41860465   3023.        ],"[10804.377906976748, 104748.83720930232, 3023.0]","[10965.691860465116, 104660.50581395352, 3023.0]",72412943996021758,72412943996021718,648518346482991013,648518346496059082
368,1633517,254329,18522663,18517375,[  9551.98372093 101946.39534884   2805.        ],[  9523.48372093 102027.39534884   2805.        ],"[9528.2011627907, 101991.68604651162, 2805.0]","[9499.9511627907, 102076.18604651162, 2805.0]",72342437678780426,72342437678801918,648518346500132614,648518346496059082
369,1633544,254329,18522669,18517432,[ 13853.74093023 102967.31860465   2825.        ],[ 13990.24069767 102962.31860465   2825.        ],"[13892.98186046512, 102989.63720930231, 2825.0]","[14023.981395348841, 102981.13720930231, 2825.0]",72483243886660184,72483243886795629,648518346512444631,648518346496059082
370,1633570,254329,18522675,18517429,[ 14122.74069767 102895.32093023   2822.        ],[ 14037.24116279 102968.32093023   2822.        ],"[14137.472093023262, 102905.71279069771, 2822.0]","[14061.982325581397, 102982.39186046514, 2822.0]",72483243886793779,72483243886674437,648518346511995327,648518346496059082
371,1633601,254329,18522682,18517311,[ 12400.60465116 105397.88372093   3323.        ],[ 12424.10465116 105359.88372093   3325.        ],"[12338.56395348837, 105435.65116279073, 3323.0]","[12357.063953488376, 105399.65116279073, 3325.0]",72483312874501029,72483312874508471,648518346488651192,648518346496059082
372,1633637,254329,18522690,18519681,[15932.96511628 92905.60465116  2202.        ],[16065.46511628 93077.60465116  2202.        ],"[15928.145348837212, 92943.31395348838, 2202.0]","[16056.395348837212, 93122.06395348838, 2202.0]",72553268764754247,72553268764725375,648518346497017240,648518346487504531
