,pre_skid,post_skid,pre_node,post_node,pre_pt_position_v3,post_pt_position_v3,pre_pt_position_v4,post_pt_position_v4,pre_pt_supervoxel_id,post_pt_supervoxel_id,pre_pt_root_id,post_pt_root_id
246,1116696,710143,16693385,15571589,[ 61277.31162791 109478.80930233   2416.        ],[ 61103.50232558 109788.75813953   2415.        ],"[61297.87325581396, 109470.61860465119, 2416.0]","[61120.50465116279, 109784.76627906977, 2415.0]",74101930959764939,74101930959788279,648518346489293509,648518346481055200
247,1116711,710143,16693393,16693392,[ 60924.28837209 109860.48837209   2486.        ],[ 60820.64651163 109953.3255814    2486.        ],"[60921.82674418605, 109865.72674418605, 2486.0]","[60819.543023255814, 109958.40116279069, 2486.0]",74101931026722626,74101931026691494,648518346494790578,648518346481055200
248,1116732,710143,16693399,16693398,[ 60594.04186047 110109.3255814    2504.        ],[ 60708.53953488 109999.8255814    2504.        ],"[60603.58372093024, 110121.65116279069, 2504.0]","[60717.32906976745, 110012.65116279072, 2504.0]",74101931026755570,74101931026776329,648518346511831920,648518346481055200
249,1116770,710143,16693408,16693406,[ 60810.46976744 109978.3255814    2511.        ],[ 60658.96744186 110025.82790698   2511.        ],"[60810.68953488373, 110001.65116279069, 2511.0]","[60663.93488372094, 110048.65581395349, 2511.0]",74101931026780912,74101931026786099,648518346497125223,648518346481055200
250,1116791,710143,16693413,15571575,[ 60465.66976744 110034.44186047   2512.        ],[ 60651.50465116 110029.75348837   2512.        ],"[60474.83953488372, 110064.63372093023, 2512.0]","[60656.50930232559, 110057.00697674419, 2512.0]",74101931026803646,74101931026776329,648518346511989695,648518346481055200
251,1116812,710143,16693421,16693418,[ 58173.35348837 104707.53023256   2860.        ],[ 58385.35348837 104614.52790698   2860.        ],"[58069.0604651163, 104831.09069767443, 2860.0]","[58276.456976744186, 104736.30581395348, 2860.0]",74031425044916246,74031425044910831,648518346494664069,648518346481055200
252,1116828,710143,16693425,15572583,[ 58252.06046512 104689.6          2836.        ],[ 58025.75116279 104925.75581395   2836.        ],"[58157.68139534884, 104827.55000000002, 2836.0]","[57936.5034883721, 105064.26744186049, 2836.0]",74031425044871084,74031425044850089,648518346491078264,648518346481055200
253,1116888,710143,16693439,16693438,[ 58208.66744186 104764.75348837   2829.        ],[ 57986.16744186 105020.25581395   2829.        ],"[58110.834883720934, 104906.75697674419, 2829.0]","[57889.2523255814, 105164.01744186044, 2829.0]",74031425044642337,74031425044769107,648518346491078264,648518346481055200
254,1116920,710143,16693448,16693447,[ 57681.06976744 105943.6627907    2855.        ],[ 57911.29767442 105773.75813953   2855.        ],"[57570.95930232559, 106082.98837209304, 2855.0]","[57806.643023255805, 105911.27441860465, 2855.0]",74031425044901039,74031425044877173,648518346509757242,648518346481055200
255,1116945,710143,16693455,16693454,[ 58137.11627907 105844.17906977   2861.        ],[ 57950.36046512 105782.15116279   2861.        ],"[58030.34883720931, 105971.03720930233, 2861.0]","[57833.83139534885, 105913.4534883721, 2861.0]",74031425044720238,74031425044895312,648518346501660489,648518346481055200
