,id,created,superceded_id,valid,score,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,pre_pt_position,post_pt_position
635,18319596,2022-11-17 14:28:59.843347+00:00,,t,18,73890412410351625,648518346503991848,73890412410374356,648518346494774179,[55193 96397  2395],[55213 96405  2398]
636,14269330,2022-11-17 14:28:59.843347+00:00,,t,41,73749743708578897,648518346483110846,73749743708573894,648518346494774179,[49893 99131  2525],[49909 99101  2526]
637,14269419,2022-11-17 14:28:59.843347+00:00,,t,40,73749743708566750,648518346504748934,73749743708564472,648518346494774179,[50023 99061  2521],[50007 99097  2521]
638,14269553,2022-11-17 14:28:59.843347+00:00,,t,47,73749743708687845,648518346486764003,73749743708637675,648518346494774179,[50123 98911  2562],[50163 98905  2562]
639,10765174,2022-11-17 14:28:59.843347+00:00,,t,27,73890687288123080,648518346491539112,73890687288099296,648518346494774179,[ 53385 105859   2347],[ 53385 105897   2348]
640,18386055,2022-11-17 14:28:59.843347+00:00,,t,55,73749743708682828,648518346474485698,73749743708692863,648518346494774179,[ 49695 100157   2564],[ 49725 100181   2564]
641,18386133,2022-11-17 14:28:59.843347+00:00,,t,37,73749743708706452,648518346480334294,73749743708653510,648518346494774179,[ 49849 100263   2557],[ 49809 100273   2558]
642,18386184,2022-11-17 14:28:59.843347+00:00,,t,33,73749743708579408,648518346506426914,73749743708581804,648518346494774179,[49833 99887  2527],[49865 99899  2528]
643,14319908,2022-11-17 14:28:59.843347+00:00,,t,17,73961056300941067,648518346497968794,73961056300921225,648518346494774179,[ 55779 106473   2932],[ 55807 106477   2933]
644,14319655,2022-11-17 14:28:59.843347+00:00,,t,12,73961056300904318,648518346503991848,73961056300881488,648518346494774179,[ 55353 106273   2920],[ 55389 106269   2919]
645,14319690,2022-11-17 14:28:59.843347+00:00,,t,47,73961056300825131,648518346499357646,73961056300878466,648518346494774179,[ 55411 106357   2911],[ 55437 106329   2912]
646,14319890,2022-11-17 14:28:59.843347+00:00,,t,15,73961056300901515,648518346497968794,73961056300901563,648518346494774179,[ 55741 106339   2927],[ 55765 106349   2926]
647,14325503,2022-11-17 14:28:59.843347+00:00,,t,41,73820387263464285,648518346494047479,73820387263477489,648518346494774179,[ 52753 108337   2370],[ 52737 108317   2372]
648,14325505,2022-11-17 14:28:59.843347+00:00,,t,43,73820387263383164,648518346494047479,73820387263394861,648518346494774179,[ 52735 108143   2339],[ 52743 108121   2340]
649,14325528,2022-11-17 14:28:59.843347+00:00,,t,13,73820387263361963,648518346483110846,73820387263375439,648518346494774179,[ 52767 107767   2333],[ 52759 107739   2333]
